rank,front,meaning,pos,frequency,cle_wordnet,cle_closed_class,readurdu_entry,readurdu_meaning,kaikki_entry,kaikki_meaning,source
1085,خفیہ,"adj. concealed; secret | Platts: (for A. خفية ḵẖufyat, fem.; inf. n. of خفي 'to hide oneself,' &c.), adj. & adv. Concealed, hidden, disguised; …",adj,1233,False,False,True,"adj. concealed; secret | Platts: (for A. خفية ḵẖufyat, fem.; inf. n. of خفي 'to hide oneself,' &c.), adj. & adv. Concealed, hidden, disguised; …",True,concealed; secret,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1086,ٹکٹ,ticket,noun,1233,False,False,True,ticket,True,ticket,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1087,عہدے,"inflection of عُہْدَہ ('uhda): | also: plural direct of عُہدَہ (uhda — post, rank, duty, office)",noun,1228,False,False,True,"inflection of عُہْدَہ ('uhda): | also: plural direct of عُہدَہ (uhda — post, rank, duty, office)",True,direct plural; oblique/vocative singular,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1088,نقطہ,"n. nuqta; point; dot | Platts: (for A. نقطة nuqt̤at, v.n. fr. نقط 'to mark (a letter) with (the diacritical) points'), s.m. A point, a dot; …",noun,1223,False,False,True,"n. nuqta; point; dot | Platts: (for A. نقطة nuqt̤at, v.n. fr. نقط 'to mark (a letter) with (the diacritical) points'), s.m. A point, a dot; …",True,dot; focus; nuqta,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1089,ریڈیو,radio,noun,1222,False,False,True,radio,True,radio,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1090,جناب,"n. sir, mister; Excellency, Honour; form of address for a judge | Platts: s.f. Side, brink, margin; a court or yard; vestibule; threshold…",noun,1221,False,True,True,"n. sir, mister; Excellency, Honour; form of address for a judge | Platts: s.f. Side, brink, margin; a court or yard; vestibule; threshold…",True,"sir, mister; Excellency, Honour","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1091,رواں,"flowing; fluent, well-versed; en route, set off (of a vehicle, group etc. on a journey) | also: form of رَوَان (ravān — fluid)",adj,1219,True,False,True,"flowing; fluent, well-versed; en route, set off (of a vehicle, group etc. on a journey) | also: form of رَوَان (ravān — fluid)",True,"flowing; fluent, well-versed; free (ie. of part of a machine)","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1092,صارفین,plural formal of صارِف (ṣārif — user),noun,1219,False,False,True,plural formal of صارِف (ṣārif — user),True,,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1093,طالبان,the Taliban; seekers (plural of طالب),name|noun,1217,False,False,True,the Taliban; seekers (plural of طالب),True,"Taliban (a Deobandi Islamist and largely Pashtun religious political movement founded in Afghanistan in 1994 by mullah Mohammad Omar, which has governed the country from 1996 to 2001 and since 2021)","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1094,اغوا,"n. abduction, kidnapping | Platts: s.m. Leading astray; seduction; solicitation, temptation, instigation: ig̠wā karnā, v.t. To lead astray,…",noun,1214,False,False,True,"n. abduction, kidnapping | Platts: s.m. Leading astray; seduction; solicitation, temptation, instigation: ig̠wā karnā, v.t. To lead astray,…",True,"abduction, kidnapping","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1095,روح,"soul, spirit",noun,1214,True,False,True,"soul, spirit",True,"soul, spirit; essence, quintessence","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1096,شہرت,fame,noun,1214,False,False,True,fame,True,"notoriety; fame, reputation; renown","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1097,معاہدہ,"agreement, treaty",noun,1214,False,False,True,"agreement, treaty",True,"a peace treaty, accord; an alliance; confederacy; contract; agreement; the matter which is legally enforceable","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1098,قدیم,"ancient, old",adj,1213,False,False,True,"ancient, old",True,"ancient, old (ie. historical); obsolete (ie. no longer in existence, or use); eternal (something which has existed since the beginning and has no end, such as God)","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1099,مبنی,"n. foundation, base, origin | Platts: (pass. part. of بنی 'to build,' &c.), part. Built, constructed, formed; founded, based (on); — (in Gram.)…",adj|noun,1213,False,False,True,"n. foundation, base, origin | Platts: (pass. part. of بنی 'to build,' &c.), part. Built, constructed, formed; founded, based (on); — (in Gram.)…",True,"based, founded (on); foundation, base, origin","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1100,منزل,destination; storey,noun,1213,False,False,True,destination; storey,True,a line; house; abode; destination (of a journey),"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1101,ایمان,"faith, belief; integrity",name|noun,1212,False,False,True,"faith, belief; integrity",True,creed; intention; faith; belief,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1102,قاتل,"n. killer, murderer, assassin | Platts: (act. part. of قتل 'to kill'), part. adj. & s.m. Killing; mortal, deadly, fatal; — a homicide, murderer, an…",noun,1209,False,False,True,"n. killer, murderer, assassin | Platts: (act. part. of قتل 'to kill'), part. adj. & s.m. Killing; mortal, deadly, fatal; — a homicide, murderer, an…",True,"killer, murderer, assassin","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1103,اسلحہ,"n. plural of سِلاح (silāh); ammunitions, weapons | Platts: s.m. pl. (of سلاح silāḥ), Arms, weapons, implements of war; armour: — aslaḥ-ḵẖāna, s.m. Arsenal, magazine,… | also: plural formal of سِلاح (silāh — weapon)",noun,1207,False,False,True,"n. plural of سِلاح (silāh); ammunitions, weapons | Platts: s.m. pl. (of سلاح silāḥ), Arms, weapons, implements of war; armour: — aslaḥ-ḵẖāna, s.m. Arsenal, magazine,… | also: plural formal of سِلاح (silāh — weapon)",True,"ammunitions, weapons","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1104,نامعلوم,"unknown, unfamiliar",adj,1206,False,False,True,"unknown, unfamiliar",True,"unknown, unfamiliar","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1105,حاضر,"present, in attendance",adj,1205,False,False,True,"present, in attendance",True,ready; present,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1106,بشیر,"name: a male given name, Bashir or Basheer, from Arabic; a surname, Bashir or Basheer, from Arabic | Platts: s.m. Messenger of glad tidings (bashārat)",name,1204,False,False,True,"name: a male given name, Bashir or Basheer, from Arabic; a surname, Bashir or Basheer, from Arabic | Platts: s.m. Messenger of glad tidings (bashārat)",True,"a surname, Bashir or Basheer, from Arabic; a male given name, Bashir or Basheer, from Arabic","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1107,فخر,"n. glory; pride | Platts: (inf. n. of فخر 'to glory; to boast,' &c.), s.m. Glory, excellence, nobility, ornament, grace; just or proper…",noun,1199,False,False,True,"n. glory; pride | Platts: (inf. n. of فخر 'to glory; to boast,' &c.), s.m. Glory, excellence, nobility, ornament, grace; just or proper…",True,glory; pride,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1108,پیٹ,"belly, stomach; womb",noun,1198,False,False,True,"belly, stomach; womb",True,"womb; stomach, belly","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1109,چالیس,"num. forty | Platts: adj. Forty: — ćālīs-serā, adj. (f. -ī), Of forty sers; weighty; pure, unadulterated; heavy, stupid: —…",num,1196,False,True,True,"num. forty | Platts: adj. Forty: — ćālīs-serā, adj. (f. -ī), Of forty sers; weighty; pure, unadulterated; heavy, stupid: —…",True,forty,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1110,تمہیں,contracted dative/accusative of تم (tum),pron,1194,False,True,True,contracted dative/accusative of تم (tum),True,contracted dative/accusative of تم (tum),"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1111,معمول,"adj. made, prepared; acted upon; (grammar) governed; established, customary, wonted, usual | n. action, operation; usage, established custom, practice; habit; fixed allowance or gratuity | Platts: (pass. part. of عمل 'to 'make; to do, act,' &c.), part. adj. Made, prepared; acted upon; (in Gram.) governed; …",adj|noun,1193,False,False,True,"adj. made, prepared; acted upon; (grammar) governed; established, customary, wonted, usual | n. action, operation; usage, established custom, practice; habit; fixed allowance or gratuity | Platts: (pass. part. of عمل 'to 'make; to do, act,' &c.), part. adj. Made, prepared; acted upon; (in Gram.) governed; …",True,"action, operation; fixed allowance or gratuity; established, customary, wonted, usual","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1112,مزاج,humor; temperament,noun,1190,False,True,True,humor; temperament,True,humor; temperament,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1113,گذشتہ,"adj. alternative spelling of گزشتہ (guzaśta) | Platts: (perf. part. of guẕashtan; see guẕār), part. adj. Past, elapsed; last (year, &c.); left; tendered; — s.m. The…",adj,1185,False,False,True,"adj. alternative spelling of گزشتہ (guzaśta) | Platts: (perf. part. of guẕashtan; see guẕār), part. adj. Past, elapsed; last (year, &c.); left; tendered; — s.m. The…",True,,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1114,عمدہ,"adj. excellent | Platts: (for A. عمدة, v.n. fr. عمد 'to stay, prop,' &c.), s.m. A stay, prop, support, pillar; confidence, reliance,…",adj,1183,False,False,True,"adj. excellent | Platts: (for A. عمدة, v.n. fr. عمد 'to stay, prop,' &c.), s.m. A stay, prop, support, pillar; confidence, reliance,…",True,excellent,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1115,مٹی,"soil, earth; dirt, grime; dust",noun,1183,False,False,True,"soil, earth; dirt, grime; dust",True,"dust; dirt, grime; soil, earth","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1116,امی,"n. alternative form of اَمّا (ammā, “mom; mum”) | Platts: s.f. Water of life, nectar; water, rain. | also: form of اَمّا (ammā — mother; mom, mum)",noun,1177,False,False,True,"n. alternative form of اَمّا (ammā, “mom; mum”) | Platts: s.f. Water of life, nectar; water, rain. | also: form of اَمّا (ammā — mother; mom, mum)",True,,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1117,اشفاق,"s.m. pl. (of شفق shafaq), Kindnesses, favours",noun,1174,False,False,True,"s.m. pl. (of شفق shafaq), Kindnesses, favours",True,"compassion, favours, tenderness","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1118,جلدی,quickly; haste,adv,1172,False,False,True,quickly; haste,True,quickness,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1119,امتحان,"examination, test",noun,1169,False,False,True,"examination, test",True,"exam, test; trial (difficult period)","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1120,کمرے,"inflection of کَمْرَہ (kamra): | also: plural direct of کَمْرَہ (kamra — room, chamber)",noun,1166,False,False,True,"inflection of کَمْرَہ (kamra): | also: plural direct of کَمْرَہ (kamra — room, chamber)",True,direct plural; oblique/vocative singular,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1121,سرخ,"adj. red; twilight-colored; a communist or socialist (metaphorically) | Platts: adj. Red (syn. lāl); high (as a price or rate); — s.f. The seed of the Abrus precatorius (syn. ghuṅgćī,…",adj,1161,False,False,True,"adj. red; twilight-colored; a communist or socialist (metaphorically) | Platts: adj. Red (syn. lāl); high (as a price or rate); — s.f. The seed of the Abrus precatorius (syn. ghuṅgćī,…",True,red; a communist or socialist (metaphorically),"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1122,کائنات,"n. the universe; creatures; beings | name: a female given name | Platts: (pl. of kāʼinat, n. of un. fr. kāʼin, act. part. of کان (for کون), 'to be, to exist'), s.f. Existing things,…",name|noun,1158,False,False,True,"n. the universe; creatures; beings | name: a female given name | Platts: (pl. of kāʼinat, n. of un. fr. kāʼin, act. part. of کان (for کون), 'to be, to exist'), s.f. Existing things,…",True,the universe; creatures; beings; a female given name,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
